PU_ID,Season,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining
4229,2021,16.7,8.46,4.41,415.55
4230,2022,5.22,2.89,0.42,257.06
4231,2022,7.16,2.52,0.25,338.54
4234,2020,9.37,5.12,10.78,217.39
4239,2022,10.52,0.0,4.85,375.7
4242,2019,18.4,0.33,3.41,571.51
4244,2022,6.31,0.0,1.95,383.97
4245,2022,14.41,0.1,2.39,308.54
4246,2019,10.91,0.37,0.59,879.69
4249,2021,13.38,2.6,7.5,252.28
4250,2019,9.51,3.58,2.18,280.0
4258,2021,11.8,7.28,0.08,2648.08
4259,2022,16.94,0.64,15.5,113.91
4261,2019,18.56,0.0,0.62,250.33
4264,2019,7.71,0.42,4.6,119.58
4265,2019,9.19,3.12,0.31,1625.86
4266,2021,9.99,1.31,2.25,268.43
4267,2019,13.35,2.2,0.81,157.25
4271,2022,9.19,0.2,12.5,40.23
4276,2021,8.41,6.64,0.57,516.61
4280,2022,17.71,1.88,0.87,552.55
4283,2021,10.61,4.6,63.0,234.68
4284,2021,8.36,1.7,8.86,373.12
4285,2020,13.36,2.29,4.23,148.96
4286,2021,18.34,2.29,1.88,359.5
4288,2021,18.79,2.85,2.31,495.5
4289,2021,10.35,2.17,0.4,746.18
4290,2022,15.43,6.12,16.0,117.08
4292,2019,15.06,2.79,2.14,277.92
4294,2019,8.32,1.37,1.32,700.96
4295,2021,7.15,0.86,18.4,361.62
4296,2019,19.68,0.0,3.91,240.98
4297,2020,5.68,2.19,1.27,388.41
4298,2020,12.02,0.0,0.29,488.81
4300,2022,10.4,0.4,1.91,61.25
4303,2022,18.58,0.0,1.85,274.55
4308,2022,19.54,0.19,0.17,2304.98
4310,2022,7.15,0.06,1.36,215.65
4311,2021,5.35,3.91,5.7,250.55
4313,2022,17.61,0.99,13.57,89.11
4314,2020,16.2,2.52,41.5,150.09
4315,2021,9.2,2.24,4.12,373.39
4317,2019,9.74,4.75,5.31,507.24
4318,2022,11.76,5.45,2.11,590.32
4320,2019,18.7,0.0,4.57,251.87
4321,2020,8.51,0.82,1.0,194.18
4324,2022,14.95,0.0,0.21,289.44
4326,2019,18.86,0.27,0.29,520.96
4330,2020,10.53,3.48,1.17,457.7
4334,2021,5.67,3.37,5.06,208.36
4336,2020,17.14,0.66,12.2,406.04
4337,2020,12.8,4.93,2.86,222.12
4338,2020,5.53,0.69,2.2,444.42
4339,2021,9.23,3.29,0.65,672.36
4344,2022,12.07,1.32,1.37,482.86
4345,2020,18.73,0.0,1.4,386.5
4348,2020,14.92,1.85,4.08,278.27
4350,2021,10.03,0.82,91.0,59.51
4351,2020,10.15,0.06,10.25,339.79
4354,2020,15.65,0.0,2.96,517.72
4356,2021,11.61,0.0,0.12,708.83
4358,2019,10.48,0.99,3.19,727.24
4359,2021,9.25,0.44,0.33,261.28
4361,2020,9.02,0.0,2.38,367.62
4362,2022,9.82,0.68,2.55,546.82
4367,2022,17.41,0.9,0.74,231.64
4368,2020,19.77,3.59,3.3,344.86
4370,2020,14.25,1.5,1.17,644.86
4377,2021,11.66,1.2,4.56,126.17
4381,2020,18.15,6.04,6.0,31.88
4382,2020,17.61,0.74,42.5,165.37
4387,2019,18.32,3.2,6.0,132.68
4390,2022,16.24,1.01,9.0,166.05
4393,2019,15.18,2.58,1.5,174.55
4394,2020,13.23,5.44,2.9,250.22
4397,2020,8.06,0.43,2.57,274.7
4398,2022,15.41,2.16,12.25,76.63
4404,2022,14.68,7.06,7.0,193.75
4409,2019,10.88,0.95,3.25,376.98
4411,2020,10.39,4.92,3.9,291.86
4412,2021,17.73,0.53,0.81,522.25
4414,2021,11.92,0.0,5.6,154.51
4416,2019,9.11,1.54,0.59,166.08
4417,2020,5.93,0.74,6.62,190.45
4418,2020,14.21,0.94,2.41,341.22
4419,2021,11.72,0.0,1.44,374.44
4420,2022,14.09,2.65,16.25,267.77
4421,2022,13.2,0.37,5.75,187.56
4422,2021,16.98,1.21,4.4,179.35
4424,2021,16.57,0.33,4.33,216.49
4425,2022,12.49,3.35,0.15,211.07
4426,2021,10.31,0.0,4.19,771.67
4427,2019,19.0,1.09,0.5,334.84
4429,2019,7.29,1.95,1.14,304.81
4438,2022,7.43,0.68,0.42,265.58
4439,2022,6.63,2.91,3.3,593.47
4442,2022,13.82,0.09,0.93,320.86
4443,2020,12.2,0.44,18.4,110.94
4445,2022,13.39,1.16,2.92,696.02
4446,2020,9.61,5.23,17.67,214.89
4449,2019,14.0,3.53,2.54,302.42
4450,2022,15.47,2.09,0.63,645.25
4452,2019,16.35,0.93,0.23,293.08
4458,2021,6.32,2.55,8.4,156.5
4459,2022,15.81,4.08,1.22,61.51
4461,2019,15.5,3.05,0.83,578.0
4466,2021,19.69,1.74,0.74,678.45
4469,2022,7.23,0.0,2.47,256.81
4470,2019,16.46,1.96,3.56,556.38
4473,2022,5.43,0.7,4.0,615.96
4475,2019,6.05,4.04,69.0,57.08
4476,2022,13.89,0.0,2.22,181.5
4479,2019,12.01,2.5,9.56,125.51
4480,2019,6.02,1.37,2.19,371.16
4482,2021,5.12,0.47,9.4,341.12
4483,2020,16.65,5.19,0.3,514.9
4485,2020,19.97,0.73,3.23,179.2
4486,2019,11.18,0.0,1.14,201.39
4487,2022,5.29,0.6,2.75,129.84
4488,2022,8.52,1.28,1.87,649.27
4489,2021,13.82,0.0,1.48,813.28
4490,2022,19.43,4.93,2.44,361.98
4494,2022,15.01,7.74,7.33,34.41
4495,2021,8.76,1.28,5.57,227.75
4496,2019,17.2,2.98,0.5,470.26
4497,2019,6.93,1.24,0.13,261.28
4500,2020,6.22,2.76,3.56,203.55
4503,2020,12.9,1.52,1.0,647.79
4505,2020,12.36,0.0,5.5,254.3
4506,2019,14.91,1.62,5.18,653.08
4507,2020,10.47,2.23,2.45,241.99
4508,2019,5.42,2.12,4.52,336.93
4509,2019,19.61,1.72,2.33,329.02
4511,2021,6.1,2.9,1.88,600.62
4515,2022,13.67,1.92,11.17,247.99
4517,2022,8.12,6.66,1.76,296.38
4518,2019,7.12,0.0,0.15,1853.77
4520,2020,9.84,1.93,6.62,248.75
4521,2022,8.66,0.95,6.33,327.99
4523,2022,16.04,6.92,0.62,636.63
4524,2022,9.15,4.87,9.83,123.04
4527,2022,10.19,6.62,11.12,132.93
4528,2021,11.41,0.0,6.53,400.81
4530,2021,8.17,6.53,4.3,129.08
4532,2019,14.8,0.11,2.27,416.72
4536,2022,7.99,0.14,11.25,175.43
4538,2021,12.98,1.31,0.95,865.23
4543,2019,6.62,6.55,0.5,473.05
4544,2019,8.1,5.63,15.67,27.04
4546,2020,8.43,0.0,6.53,287.48
4549,2021,7.66,0.97,3.64,321.0
4550,2022,9.4,4.55,2.33,582.77
4551,2020,15.25,0.0,0.23,210.42
4552,2019,18.14,0.0,0.36,331.27
4553,2020,16.98,3.75,14.33,27.63
4554,2020,7.73,5.93,7.0,63.66
4556,2019,5.45,3.97,0.04,306.33
4558,2022,17.09,6.53,7.82,247.77
4561,2021,11.58,0.0,4.53,353.53
4563,2022,10.9,2.93,1.67,244.71
4567,2021,13.44,1.81,2.27,536.1
4568,2021,17.64,0.92,8.7,135.78
4569,2020,16.41,1.88,11.75,184.18
4572,2019,5.03,0.63,9.75,184.44
4573,2019,14.2,2.86,2.31,451.03
4577,2021,16.03,0.0,0.3,246.92
4578,2022,19.43,0.0,1.16,342.27
4580,2020,13.14,0.8,1.57,725.88
4582,2020,10.01,0.15,2.22,685.63
4587,2019,9.94,0.0,2.33,133.79
4591,2020,11.39,0.41,1.33,440.62
4593,2020,7.42,5.28,1.73,477.38
4594,2020,7.35,0.5,5.0,76.56
4595,2021,19.24,4.13,4.37,491.3
4597,2020,7.79,6.6,0.35,1007.21
4598,2021,12.32,1.75,3.0,134.92
4599,2021,16.75,3.7,1.87,213.2
4601,2021,17.96,5.67,0.29,444.45
4602,2021,13.54,5.38,10.25,95.64
4606,2020,16.38,1.32,0.03,2151.15
4607,2019,11.38,0.58,8.33,41.37
4611,2020,7.88,0.0,8.0,36.56
4612,2019,7.23,0.84,6.79,240.09
4613,2020,9.4,0.64,1.33,432.43
4614,2021,5.48,1.76,3.52,330.24
4615,2019,16.15,0.64,2.04,781.82
4616,2020,8.88,0.0,3.1,711.49
4619,2022,17.64,0.25,1.08,339.24
4620,2020,5.3,3.0,2.22,200.57
4624,2019,19.08,1.75,2.12,337.22
4625,2021,9.11,2.67,19.33,68.49
4627,2021,8.21,1.55,4.33,456.7
4631,2022,19.32,0.68,0.56,290.35
4633,2021,17.7,2.33,0.82,574.19
4636,2022,8.13,4.55,4.29,295.32
4638,2020,14.61,3.01,19.0,97.38
4639,2022,18.12,1.52,1.07,431.09
4641,2019,17.59,3.03,1.54,330.21
4642,2021,12.11,5.08,1.38,257.32
4643,2022,15.76,2.34,2.73,228.9
4652,2019,12.91,2.7,0.37,740.02
4653,2019,5.29,4.41,6.9,269.27
4655,2022,9.37,0.04,5.67,367.1
4656,2021,18.92,1.44,0.17,62.76
4660,2021,18.52,0.95,0.52,373.69
4663,2020,9.21,2.27,0.52,438.82
4665,2021,6.35,0.0,3.72,191.8
4671,2019,13.33,5.17,2.79,265.89
4675,2019,6.95,0.37,2.41,698.92
4676,2022,6.14,0.04,0.1,220.25
4679,2022,5.9,4.38,1.31,254.59
4681,2020,13.01,1.73,8.82,120.15
4682,2019,7.02,6.02,0.32,214.37
4687,2019,14.62,2.24,2.22,558.7
4689,2021,14.5,2.09,0.11,440.91
4693,2022,9.99,1.8,15.33,82.96
4694,2022,7.2,2.84,0.6,203.49
4695,2020,18.1,6.95,2.34,682.73
4696,2020,8.18,6.0,2.71,452.37
4700,2020,17.01,0.83,5.33,234.86
4701,2020,7.76,1.21,6.33,404.35
4703,2019,6.89,0.52,0.05,1361.58
4704,2020,13.12,0.46,1.96,257.95
4705,2022,9.39,3.32,13.0,108.49
4709,2022,11.49,0.4,1.27,260.28
4711,2022,18.36,4.19,2.39,326.85
4714,2021,5.7,0.0,10.22,471.37
4717,2020,7.03,0.1,3.86,114.91
4719,2021,5.84,0.17,2.92,185.12
4720,2021,12.12,0.14,0.52,525.62
4721,2019,8.13,4.53,1.67,34.15
4722,2019,6.37,5.61,10.11,76.34
4724,2021,10.27,4.69,1.61,307.15
4727,2022,6.69,2.68,3.5,323.7
4728,2021,16.87,0.31,7.0,314.11
4730,2022,11.65,1.34,3.46,269.38
4731,2022,13.81,2.07,8.12,275.8
4734,2021,7.38,2.29,0.62,327.12
4738,2019,7.96,2.66,7.33,115.99
4739,2020,12.51,1.33,2.42,593.09
4741,2019,16.16,0.6,0.68,437.6
4743,2022,6.18,6.81,6.0,63.48
4745,2020,14.25,1.28,5.75,312.11
4746,2019,9.74,3.42,0.54,275.78
4747,2022,5.68,0.98,7.46,277.39
4751,2022,5.52,0.0,14.0,105.85
4755,2020,5.42,5.13,0.13,1550.63
4757,2019,8.32,2.72,3.38,208.96
4759,2020,18.03,0.96,0.6,309.89
4760,2021,6.51,1.98,1.32,532.63
4763,2020,5.66,0.0,2.24,841.22
4764,2020,5.44,0.07,5.33,266.95
4765,2022,17.01,0.54,1.17,750.98
4767,2019,12.4,3.26,0.17,2262.74
4769,2021,12.42,1.47,1.22,264.18
4774,2022,16.47,5.19,1.43,226.06
4777,2022,14.69,6.87,1.57,129.67
4780,2019,9.01,0.03,0.71,79.81
4781,2021,17.95,4.77,3.0,236.79
4783,2021,7.72,4.01,3.8,78.03
4787,2020,14.8,1.83,0.07,2807.39
4788,2022,13.36,1.21,10.5,35.03
4789,2021,5.97,0.34,7.0,291.23
4790,2019,14.33,7.45,0.27,187.53
4791,2021,17.21,0.84,2.47,388.99
4792,2022,19.89,0.79,20.33,74.8
4793,2019,5.44,1.4,4.12,318.21
4794,2020,14.9,1.38,11.5,170.98
4795,2021,11.22,2.08,12.57,145.89
4797,2021,14.22,0.02,0.56,254.37
4800,2022,8.92,2.05,2.58,306.39
4801,2021,10.42,2.12,1.97,431.11
4802,2022,12.39,0.38,2.0,497.51
4803,2022,10.39,6.79,88.0,50.95
4805,2021,8.58,3.31,4.73,79.71
4807,2019,17.81,0.03,2.55,193.41
4808,2020,8.36,3.36,5.0,50.33
4809,2022,12.62,6.21,4.33,169.25
4811,2021,13.47,2.82,3.57,153.35
4815,2020,10.55,0.57,8.62,49.37
4820,2022,16.39,0.63,2.12,281.84
4821,2022,6.7,0.87,0.07,174.2
4825,2022,8.74,1.19,1.33,231.77
4829,2020,14.92,0.51,5.5,54.24
4830,2019,10.37,2.46,0.81,509.05
4831,2021,10.82,0.0,1.38,174.46
4833,2021,15.58,3.79,2.23,447.51
4835,2021,7.86,0.15,2.5,754.35
4836,2020,10.54,0.64,1.1,257.42
4837,2020,17.81,0.97,2.46,201.42
4839,2022,10.02,5.81,1.17,110.38
4842,2022,5.75,0.0,1.38,343.51
4843,2020,6.91,2.85,17.0,246.55
4845,2022,6.32,1.12,0.38,587.0
4847,2019,14.01,3.1,3.18,166.39
4848,2022,14.71,0.7,1.17,725.94
4852,2020,14.33,0.02,8.6,47.24
4853,2020,13.7,0.6,6.91,241.62
4858,2019,16.1,1.66,3.9,552.52
4859,2022,9.25,0.83,3.59,296.03
4862,2019,19.4,0.18,1.17,257.36
4863,2022,6.65,2.79,0.36,1832.09
4864,2019,6.01,0.0,7.83,147.0
4872,2020,5.64,1.12,1.04,613.09
4876,2019,14.67,2.89,6.42,292.26
4879,2020,14.97,2.33,3.21,624.72
4888,2021,18.99,6.77,0.09,295.6
4889,2019,8.58,3.13,6.71,199.16
4896,2019,6.1,2.04,1.25,99.88
4897,2020,11.16,0.84,0.68,386.83
4898,2021,12.7,0.33,0.19,165.92
4899,2019,5.98,2.19,0.07,144.77
4910,2020,10.24,2.22,3.34,689.77
4911,2021,6.07,2.54,1.41,817.7
4912,2021,16.16,0.0,4.0,209.7
4914,2022,13.58,0.18,1.0,176.42
4915,2019,9.3,4.66,7.67,132.27
4916,2020,17.22,3.27,2.86,186.56
4917,2020,5.05,1.0,3.38,777.29
4919,2022,14.89,0.59,2.04,307.05
4921,2020,8.52,0.4,0.13,323.53
4922,2021,13.12,0.4,0.68,495.22
4924,2021,18.11,2.15,2.84,509.96
4927,2022,7.74,1.41,21.67,239.79
4928,2020,5.32,1.74,2.22,137.05
4929,2022,7.21,0.0,4.72,195.31
4930,2019,19.65,5.32,2.5,237.45
4931,2019,8.22,1.1,4.56,111.89
4932,2021,19.03,0.17,0.27,1473.7
4933,2021,8.08,0.26,1.15,397.68
4934,2022,18.97,2.53,2.04,477.3
4935,2022,14.82,2.49,3.41,379.88
4937,2020,13.73,2.45,2.37,631.54
4939,2020,10.75,3.18,1.63,185.37
4940,2019,11.6,0.0,1.07,270.66
4941,2022,11.34,0.85,4.2,400.01
4943,2021,16.53,2.77,0.41,400.4
4944,2020,9.94,0.0,6.43,130.38
4945,2022,18.87,2.19,1.06,189.27
4947,2021,5.61,2.19,5.41,583.22
4948,2020,5.22,0.21,0.72,389.56
4950,2019,13.86,2.68,2.76,311.05
4952,2022,8.89,5.58,3.32,515.74
4955,2021,7.51,2.4,3.29,254.29
4956,2019,18.27,1.1,5.33,194.32
4957,2021,15.2,2.81,5.22,630.02
4959,2022,15.25,0.0,8.64,112.92
4960,2022,6.69,3.65,1.17,209.55
4963,2020,5.62,0.49,2.08,254.97
4964,2022,10.07,0.39,2.19,331.57
4966,2021,14.5,1.81,1.46,532.54
4968,2021,7.23,0.63,4.84,227.98
4969,2022,5.37,0.32,0.71,436.2
4970,2020,16.89,2.99,1.23,337.65
4972,2020,10.16,3.92,3.53,429.7
4973,2019,12.42,4.18,5.06,387.34
4974,2021,17.28,0.11,5.08,408.12
4977,2022,8.71,8.77,3.38,460.21
4982,2021,15.18,7.59,4.0,328.36
4983,2019,5.8,4.78,7.2,163.4
4984,2019,5.9,3.27,3.48,293.9
4986,2022,17.89,0.0,0.67,570.23
4987,2021,14.07,3.91,0.19,420.89
4992,2021,9.8,2.83,10.83,168.12
4998,2021,7.54,2.8,0.08,597.17
1787,2021,12.21,3.75,4.55,281.38
2077,2021,12.12,1.71,0.34,1179.8
3477,2021,17.73,1.61,4.73,187.45
3923,2022,19.86,0.64,0.45,290.08
3575,2021,5.22,3.67,0.61,214.9
424,2021,18.21,2.14,0.03,774.41
1210,2019,13.63,2.89,2.0,113.5
4613,2022,12.69,0.64,1.33,432.43
914,2019,9.29,1.83,3.62,152.28
2713,2019,14.89,1.11,2.05,313.48
3244,2022,17.84,0.04,5.59,415.76
2560,2019,12.0,0.04,8.0,543.91
4504,2022,19.07,0.45,14.75,206.27
4172,2022,9.56,3.97,2.0,390.43
2686,2020,14.65,0.47,1.85,591.02
598,2019,16.41,1.68,4.82,140.46
4350,2019,9.68,0.82,91.0,59.51
1149,2022,9.85,3.4,32.0,38.9
455,2020,18.43,0.68,2.79,340.52
3521,2019,10.39,1.85,6.6,118.06
4660,2021,10.28,0.95,0.52,373.69
3349,2019,8.22,4.87,2.65,412.6
1002,2020,19.68,0.0,0.46,243.51
2807,2022,17.33,6.91,2.89,222.6
4857,2020,17.41,0.9,0.42,424.99
4692,2021,6.51,2.98,4.22,561.1
1028,2019,19.35,5.11,1.17,423.71
2835,2022,14.93,1.8,12.14,127.91
3278,2022,13.83,0.0,3.59,171.03
3208,2022,12.39,0.67,3.69,154.25
2203,2021,10.81,0.0,2.0,458.51
4238,2020,18.12,4.06,3.0,364.16
1572,2020,9.51,1.77,3.7,551.77
832,2022,9.58,0.97,2.86,577.5
3798,2019,10.81,5.14,7.86,262.18
1501,2019,19.5,4.29,50.0,74.15
4529,2020,6.27,0.56,5.58,155.92
3112,2022,17.28,0.85,4.41,473.98
4293,2020,19.88,4.13,3.24,420.57
4241,2020,7.17,7.44,1.35,396.45
3914,2020,16.38,0.67,3.64,201.86
4256,2022,7.17,1.24,7.1,79.88
1701,2019,17.85,0.0,7.23,146.18
610,2022,17.9,2.23,8.91,412.83
2455,2021,11.19,0.75,0.73,223.13
1326,2021,14.18,0.65,2.0,192.76
3734,2019,12.66,3.5,2.75,139.32
1550,2021,10.2,0.51,2.75,477.11
1287,2019,9.96,1.78,4.5,81.88
1861,2021,9.05,2.64,5.2,122.63
4066,2021,13.1,2.87,4.68,351.45
1374,2019,6.1,1.21,4.0,174.19
4497,2019,13.58,1.24,0.13,261.28
2940,2019,13.63,0.64,9.11,275.2
3402,2020,9.21,1.39,3.25,86.65
846,2022,18.45,6.46,4.0,337.46
250,2019,14.76,1.52,0.05,1255.63
4566,2020,16.59,0.55,3.83,667.68
2181,2022,14.19,0.36,10.78,147.66
3080,2019,19.5,5.9,5.6,201.33
1522,2021,7.31,1.94,3.72,251.52
827,2021,11.17,0.48,3.44,104.65
4558,2022,17.75,6.53,7.82,247.77
541,2020,14.6,0.38,3.04,449.81
1330,2020,11.42,1.16,29.5,255.49
3303,2022,12.55,6.24,2.24,273.19
3312,2019,18.26,6.08,14.14,36.34
2974,2020,16.3,1.15,0.83,719.85
275,2021,17.33,0.31,22.25,122.61
143,2021,12.82,3.0,2.9,230.77
2944,2020,18.81,5.86,19.0,171.69
1115,2021,10.39,0.47,13.14,245.5
1659,2019,8.91,0.84,5.58,230.71
2650,2020,17.45,0.88,0.82,328.03
721,2022,10.15,3.56,1.44,170.07
2919,2021,7.98,1.29,6.53,180.57
2695,2021,17.65,4.16,1.94,142.21
2073,2022,8.78,0.79,0.38,317.36
1326,2019,13.44,0.65,2.0,192.76
1689,2022,16.31,0.94,1.03,513.43
3071,2021,12.66,0.0,2.68,315.47
1850,2022,18.71,2.72,2.17,110.37
4466,2019,15.82,1.74,0.74,678.45
2114,2022,17.63,3.32,5.33,121.56
4815,2020,9.44,0.57,8.62,49.37
2963,2021,18.46,0.2,4.33,193.73
4590,2019,14.31,4.47,6.29,292.24
3099,2021,14.35,0.95,47.0,168.4
960,2019,11.03,1.67,5.86,169.13
160,2019,18.52,7.53,3.71,356.48
248,2022,12.65,1.34,4.12,189.35
529,2019,14.91,0.09,0.46,587.57
1085,2021,16.05,2.26,0.97,839.55
4897,2022,13.95,0.84,0.68,386.83
2855,2019,19.07,3.76,3.4,388.69
659,2021,7.06,2.69,1.52,360.17
4385,2022,12.77,7.64,2.77,219.69
4490,2021,18.11,4.93,2.44,361.98
1969,2020,17.11,6.85,3.39,367.21
4856,2022,5.71,0.0,4.0,208.72
1433,2019,19.92,0.84,19.0,68.6
565,2022,10.17,0.77,19.67,269.32
3757,2019,7.01,1.29,2.36,178.27
1162,2022,12.4,2.9,0.25,366.57
2129,2022,15.12,1.81,0.09,1611.4
4700,2022,15.29,0.83,5.33,234.86
776,2021,17.8,1.66,4.36,394.23
2676,2022,18.51,1.3,68.0,107.51
2600,2022,7.6,0.0,1.4,96.45
744,2022,8.21,8.5,3.03,164.44
3131,2022,5.34,0.0,13.6,146.15
463,2022,18.82,0.26,0.42,195.74
1523,2019,16.62,2.83,4.38,282.75
4789,2020,10.98,0.34,7.0,291.23
4541,2019,19.88,0.41,1.27,264.8
3730,2020,8.41,1.02,2.96,492.78
1727,2019,5.77,0.58,3.47,168.01
1053,2022,19.11,1.75,1.56,80.61
2967,2020,11.84,4.55,0.28,496.01
4185,2022,15.12,2.83,1.14,199.31
4642,2022,15.31,5.08,1.38,257.32
2325,2022,14.97,1.12,2.39,117.58
870,2020,13.43,8.15,0.14,893.0
3288,2022,15.65,1.94,32.0,60.49
4300,2021,7.79,0.4,1.91,61.25
1202,2019,12.47,0.52,7.0,93.03
4237,2020,14.23,1.78,2.0,106.9
2260,2021,19.37,0.17,0.17,2450.44
303,2020,14.23,1.98,0.88,132.69
4801,2020,6.86,2.12,1.97,431.11
1803,2019,5.77,0.6,80.0,0.0
3130,2021,9.82,0.0,0.7,336.19
653,2020,17.62,1.86,2.09,268.05
653,2019,9.54,1.86,2.09,268.05
1883,2021,16.31,6.01,1.46,321.98
3449,2020,16.96,1.46,3.62,333.03
3857,2020,16.14,4.9,28.33,29.74
3917,2019,5.17,4.8,2.45,98.58
1083,2021,9.85,0.0,3.25,236.74
3044,2022,6.57,3.88,5.2,210.65
4774,2021,19.25,5.19,1.43,226.06
3403,2021,8.23,3.49,2.26,581.58
3300,2020,10.3,6.68,0.41,779.6
1780,2019,7.77,0.0,3.07,384.9
535,2020,18.14,1.35,0.47,2351.37
3602,2021,15.18,7.98,1.43,525.3
2218,2021,8.63,5.29,5.73,511.36
880,2020,12.9,0.09,3.18,276.42
2103,2020,19.09,0.94,0.07,1269.83
744,2021,8.94,8.5,3.03,164.44
2901,2022,10.73,1.67,27.33,90.82
2655,2021,17.96,0.51,2.7,131.28
4127,2020,16.51,1.92,19.0,120.66
501,2021,12.62,0.0,4.38,275.91
2491,2020,9.97,0.0,2.17,242.32
4927,2019,6.32,1.41,21.67,239.79
4986,2020,10.51,0.0,0.67,570.23
3622,2019,10.9,5.2,1.22,594.51
2785,2020,6.77,0.61,1.83,193.57
3960,2022,6.08,0.06,1.69,245.4
2374,2020,10.79,0.56,3.75,343.18
4714,2022,8.49,0.0,10.22,471.37
3056,2020,17.53,0.73,3.8,178.82
1814,2020,5.23,7.72,2.33,302.01
1005,2021,6.57,0.08,0.46,359.56
301,2020,15.58,0.47,2.87,188.24
625,2019,6.97,0.68,2.14,474.94
4933,2019,14.48,0.26,1.15,397.68
4004,2021,5.13,1.66,0.6,130.39
1462,2020,16.02,0.71,2.04,373.57
378,2020,7.13,3.68,3.73,315.06
1519,2019,10.11,0.0,1.0,363.05
3161,2021,18.59,5.69,1.85,342.05
3781,2020,16.81,0.0,9.67,298.07
4669,2019,8.64,0.6,2.6,321.48
304,2019,13.99,2.45,2.59,660.55
106,2022,18.53,0.8,4.13,223.76
4932,2020,13.68,0.17,0.27,1473.7
4605,2019,14.73,0.57,1.31,261.82
2182,2021,11.27,0.35,4.06,442.45
2905,2020,10.25,3.97,1.78,158.7
4808,2019,8.43,3.36,5.0,50.33
4857,2020,7.71,0.9,0.42,424.99
3822,2020,15.02,3.86,10.67,103.76
34,2020,6.94,1.97,5.13,593.3
459,2021,9.13,4.61,0.91,238.15
707,2020,12.91,0.98,1.72,141.05
2410,2022,16.86,1.45,2.33,392.14
3827,2021,18.37,3.61,1.07,798.35
2875,2021,16.14,3.07,6.19,301.72
1477,2020,9.12,0.61,1.34,650.36
4948,2019,18.79,0.21,0.72,389.56
816,2019,11.56,4.47,0.5,186.91
873,2022,19.12,2.51,0.62,243.24
4824,2019,19.28,2.3,3.09,212.45
4798,2019,18.89,0.8,0.71,498.11
2432,2022,11.01,1.19,1.24,247.54
396,2022,18.28,0.0,0.76,396.38
4279,2020,17.53,1.17,15.5,166.89
438,2021,6.76,0.0,2.37,188.88
333,2020,6.24,3.85,0.33,195.1
2807,2020,19.03,6.91,2.89,222.6
4143,2021,17.14,6.73,4.41,271.19
3190,2019,15.34,4.22,5.58,323.42
774,2021,8.23,0.55,2.58,312.35
1126,2022,5.93,1.72,2.0,118.57
1015,2022,6.22,2.14,3.68,395.01
2546,2019,5.14,0.0,0.19,228.61
2836,2021,9.36,0.0,3.29,411.04
188,2020,17.77,0.41,0.2,397.74
3795,2021,6.52,0.0,11.62,217.25
4736,2022,8.25,1.22,2.2,336.17
1180,2020,8.82,0.0,5.11,228.91
4988,2019,19.96,3.05,5.29,106.25
1825,2022,15.2,6.57,3.18,117.57
3803,2021,10.82,1.13,90.0,0.0
4858,2021,16.08,1.66,3.9,552.52
2250,2020,7.32,0.47,6.83,330.22
2081,2022,14.12,4.3,1.0,64.69
2669,2021,6.36,2.54,24.5,56.86
1143,2021,16.66,0.46,4.62,159.08
2324,2022,7.37,0.0,1.46,678.43
132,2021,6.85,1.1,1.85,254.78
876,2020,19.28,6.94,31.67,37.08
1746,2021,14.57,0.27,1.57,435.33
4890,2020,15.5,0.43,1.48,330.62
1334,2022,17.38,1.95,2.1,436.45
564,2021,11.1,4.33,7.0,116.81
168,2020,15.3,1.42,1.11,346.55
747,2021,9.55,0.0,70.0,0.0
3481,2019,19.25,5.94,13.5,262.06
837,2019,15.78,2.71,3.96,275.33
2146,2022,17.3,0.0,11.8,181.76
1859,2020,6.54,3.22,3.9,303.47
3095,2022,9.37,6.4,3.3,216.22
4115,2020,11.54,1.99,0.86,519.43
530,2020,16.51,1.59,7.83,50.92
2890,2020,16.6,3.78,19.5,319.78
2992,2020,9.81,4.29,17.6,48.11
1023,2020,7.63,3.41,0.32,5589.95
568,2021,14.47,2.64,30.0,76.31
332,2019,6.36,0.93,1.43,623.78
4835,2021,19.57,0.15,2.5,754.35
1967,2022,19.57,0.75,5.89,413.6
2759,2020,7.18,0.26,3.74,475.54
3187,2020,11.97,0.5,3.17,203.33
2706,2019,6.25,0.98,1.26,153.32
2028,2019,9.91,5.99,3.08,211.74
3315,2020,7.45,7.46,0.08,604.44
321,2020,16.5,1.36,5.08,325.45
32,2022,10.47,6.51,0.9,216.65
4854,2019,19.74,2.85,2.37,290.47
1689,2019,13.64,0.94,1.03,513.43
564,2020,19.6,4.33,7.0,116.81
4129,2020,5.41,1.69,1.0,332.59
2889,2021,17.25,1.88,9.25,213.67
4563,2020,13.42,2.93,1.67,244.71
794,2021,5.96,1.59,14.67,59.48
2456,2019,15.4,5.47,1.09,479.93
3082,2021,17.26,4.11,2.9,345.32
2922,2022,7.06,1.96,12.17,193.83
4771,2021,9.13,6.93,2.0,259.1
2399,2021,19.65,5.09,6.44,179.03
1915,2020,6.77,0.28,3.62,231.81
4546,2022,10.53,0.0,6.53,287.48
3453,2019,17.54,0.0,41.0,297.48
4470,2020,9.82,1.96,3.56,556.38
4296,2020,13.42,0.0,3.91,240.98
2580,2019,11.02,3.38,3.67,283.8
4507,2019,9.99,2.23,2.45,241.99
