PU_ID,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
4115,Player C,Team C,23,178.28,101.65,Forward,13.0,17.0,5,3,89.59,8.78,37,8,29,4,0.34,25,6,7.4,1.99,0.86,519.43,2021
4116,Player A,Team C,18,176.44,114.78,Defender,29.0,10.0,2,4,69.47,10.71,42,8,12,7,0.92,93,7,17.56,0.13,2.43,536.49,2022
4118,Player B,Team C,36,169.74,50.81,Goalkeeper,26.0,7.0,4,4,63.04,7.47,9,5,25,9,0.14,21,4,16.95,0.0,1.96,394.23,2022
4122,Player D,Team C,30,167.94,88.28,Goalkeeper,17.0,4.0,2,2,51.32,12.4,86,8,0,1,0.7,42,7,11.35,0.23,2.11,293.54,2022
4123,Player B,Team A,24,178.9,57.17,Midfielder,6.0,2.0,9,3,82.54,7.74,11,10,23,9,0.9,2,6,17.03,5.43,9.71,60.82,2019
4125,Player C,Team C,38,171.3,128.83,Goalkeeper,15.0,18.0,9,4,67.93,6.08,10,14,7,4,0.68,8,6,14.54,0.8,2.94,377.07,2019
4127,Player C,Team B,38,175.13,108.38,Forward,20.0,18.0,4,1,83.53,6.2,26,9,29,0,0.95,61,7,18.49,1.92,19.0,120.66,2020
4128,Player D,Team C,34,187.35,104.72,Goalkeeper,24.0,3.0,4,0,59.49,5.87,20,5,29,1,0.3,14,1,8.36,0.1,2.6,357.06,2022
4129,Player C,Team B,26,169.14,68.44,Defender,22.0,13.0,6,1,57.27,5.09,73,10,17,4,0.0,77,1,14.06,1.69,1.0,332.59,2020
4131,Player A,Team B,30,182.29,114.6,Goalkeeper,8.0,17.0,5,4,84.96,14.43,44,2,12,0,0.22,24,9,10.74,1.56,4.89,486.12,2020
4133,Player D,Team A,21,173.04,91.74,Forward,6.0,14.0,3,4,102.52,6.15,24,5,13,1,0.63,82,2,7.01,1.66,2.71,296.58,2021
4135,Player A,Team C,21,179.92,104.2,Goalkeeper,26.0,11.0,4,1,95.36,12.51,63,11,14,8,0.02,64,8,16.25,1.81,0.07,285.87,2022
4136,Player D,Team A,35,189.87,92.41,Midfielder,16.0,18.0,9,0,60.69,8.06,69,14,3,7,0.73,64,2,10.74,5.77,3.88,226.1,2019
4139,Player D,Team C,27,160.71,76.4,Defender,3.0,5.0,9,1,63.77,9.92,19,13,8,4,0.56,57,3,14.37,0.74,7.75,62.81,2020
4141,Player D,Team B,38,186.45,92.57,Defender,7.0,14.0,3,2,59.38,13.95,40,7,27,3,0.13,33,3,17.58,0.0,12.38,286.69,2019
4142,Player B,Team C,27,171.93,100.55,Forward,9.0,15.0,5,1,60.2,6.78,3,8,25,9,0.09,52,7,10.59,1.19,6.9,270.9,2020
4143,Player C,Team B,22,172.69,80.74,Forward,16.0,7.0,8,3,80.0,7.95,83,11,27,7,0.83,95,6,16.18,6.73,4.41,271.19,2019
4147,Player C,Team A,34,179.89,57.74,Midfielder,70.0,19.0,5,2,55.85,5.29,16,14,25,9,0.4,51,5,16.47,2.7,0.94,1099.07,2022
4148,Player B,Team A,26,174.35,64.85,Midfielder,14.0,11.0,5,3,93.05,14.55,4,12,9,2,0.73,89,1,6.18,0.61,0.93,245.46,2020
4152,Player C,Team A,25,164.82,71.27,Forward,17.0,14.0,1,4,73.03,13.36,71,4,25,5,0.71,34,2,15.43,6.89,4.06,436.24,2021
4153,Player A,Team A,22,173.79,101.93,Goalkeeper,26.0,16.0,3,0,87.15,11.87,72,3,19,9,0.36,67,4,18.77,2.03,0.81,359.78,2020
4156,Player B,Team A,26,193.92,88.56,Defender,26.0,11.0,4,4,73.69,6.69,7,11,0,2,0.54,96,4,17.39,0.83,0.07,687.22,2019
4159,Player A,Team B,31,184.51,87.63,Goalkeeper,26.0,1.0,6,1,73.38,6.27,9,2,7,6,0.57,84,0,18.24,1.82,2.96,498.63,2021
4160,Player C,Team C,39,187.53,108.3,Defender,27.0,6.0,2,2,91.0,7.43,49,9,3,5,0.51,70,0,6.52,0.06,1.82,643.17,2022
4162,Player A,Team C,28,179.03,106.24,Goalkeeper,18.0,11.0,5,3,118.28,13.93,13,11,21,2,0.55,43,4,16.98,5.52,0.21,326.22,2022
4164,Player B,Team A,38,207.63,76.7,Goalkeeper,10.0,13.0,7,3,88.86,9.17,26,2,14,1,0.61,29,1,9.63,4.09,0.45,326.56,2022
4165,Player C,Team C,25,185.76,108.2,Forward,17.0,0.0,0,4,58.52,10.14,4,2,1,2,0.39,81,8,11.08,3.86,0.11,244.64,2022
4167,Player D,Team B,35,188.77,67.25,Goalkeeper,15.0,6.0,6,2,75.94,11.13,27,6,7,2,0.09,53,8,8.03,7.53,2.38,236.85,2021
4169,Player B,Team C,30,180.79,119.86,Goalkeeper,3.0,9.0,2,2,91.75,7.37,85,4,5,0,0.1,38,3,6.25,0.28,15.25,115.95,2022
4171,Player C,Team B,32,177.98,73.51,Midfielder,90.0,17.0,7,1,116.14,5.19,7,1,4,9,0.99,4,4,16.45,1.73,6.5,506.31,2020
4172,Player B,Team A,35,186.28,68.25,Defender,15.0,6.0,2,1,99.43,10.6,58,13,18,4,0.44,2,7,9.54,3.97,2.0,390.43,2022
4174,Player D,Team C,24,182.4,104.38,Goalkeeper,21.0,12.0,8,4,119.53,6.8,98,1,2,7,0.87,35,1,12.51,0.56,3.59,619.07,2022
4176,Player A,Team B,28,198.88,93.66,Defender,10.0,9.0,5,2,82.21,14.7,79,7,25,5,0.58,72,9,5.54,0.88,5.64,363.38,2019
4179,Player C,Team B,32,168.07,91.91,Forward,23.0,13.0,2,1,94.34,7.09,42,9,2,9,0.31,35,6,13.08,4.06,2.54,563.46,2022
4180,Player C,Team C,30,162.82,117.28,Defender,2.0,2.0,2,2,58.29,8.34,40,2,18,6,0.4,48,2,10.94,1.66,20.33,37.93,2019
4181,Player A,Team C,31,190.91,63.41,Midfielder,270.0,13.0,3,3,56.01,9.31,9,11,3,6,0.67,15,5,11.23,1.13,0.05,1458.32,2019
4183,Player C,Team A,30,184.36,156.2,Midfielder,90.0,2.0,7,2,99.09,7.39,74,11,7,8,0.32,15,5,14.93,1.74,2.5,117.85,2020
4187,Player D,Team A,32,179.19,92.78,Midfielder,25.0,17.0,5,4,64.63,5.26,74,1,13,1,0.58,22,0,11.65,2.8,3.42,239.2,2022
4189,Player D,Team A,29,195.84,118.26,Forward,6.0,16.0,8,2,50.39,12.08,43,7,16,3,0.7,22,8,9.7,7.13,4.86,117.39,2022
4192,Player D,Team A,29,161.04,82.37,Defender,9.0,6.0,8,3,95.13,13.25,87,0,6,9,0.5,44,5,10.66,0.27,5.7,113.21,2021
4194,Player A,Team B,21,171.46,219.26,Goalkeeper,5.0,10.0,8,1,105.42,7.23,36,3,21,8,0.62,92,1,6.09,0.04,9.83,296.7,2019
4195,Player D,Team A,21,198.89,65.14,Defender,25.0,15.0,9,1,81.98,7.02,43,14,24,0,0.19,9,4,14.06,3.41,1.62,548.22,2021
4196,Player C,Team B,19,182.34,88.45,Defender,17.0,16.0,0,4,102.08,14.98,64,7,12,8,0.03,34,3,19.9,2.26,2.39,592.4,2020
4197,Player A,Team C,29,174.93,117.62,Forward,21.0,5.0,7,2,76.83,7.3,5,8,21,9,0.28,73,6,19.46,8.49,4.14,241.8,2020
4198,Player C,Team A,24,189.16,116.29,Goalkeeper,27.0,19.0,5,4,97.78,7.67,37,0,1,8,0.44,15,5,17.44,1.55,0.54,611.42,2019
4202,Player D,Team C,25,193.98,100.52,Forward,2.0,14.0,5,4,92.11,12.25,74,10,21,7,0.13,72,4,5.84,0.93,30.0,300.96,2021
4203,Player B,Team B,31,193.75,93.26,Forward,29.0,1.0,8,4,54.6,5.26,79,7,19,7,0.96,58,2,8.08,1.74,2.03,549.66,2020
4204,Player B,Team A,18,208.53,56.41,Goalkeeper,14.0,18.0,5,4,111.26,12.83,69,0,10,7,0.11,92,7,13.17,8.42,2.2,512.19,2021
4205,Player D,Team A,38,191.58,57.92,Midfielder,22.0,5.0,8,1,94.14,12.51,64,4,1,7,0.48,19,6,7.68,3.44,3.78,363.07,2022
4209,Player B,Team A,21,180.56,82.74,Goalkeeper,29.0,18.0,3,3,68.72,8.55,37,1,29,8,0.06,33,2,17.24,0.0,1.77,776.76,2020
4211,Player D,Team A,35,179.62,88.54,Defender,24.0,18.0,1,0,58.48,5.61,50,9,29,7,0.59,18,1,15.93,3.83,1.44,751.21,2019
4212,Player C,Team B,36,175.74,99.45,Midfielder,27.0,5.0,3,3,80.36,11.5,60,8,0,4,0.54,35,0,10.33,0.97,2.07,608.07,2021
4213,Player A,Team B,33,190.52,97.93,Defender,29.0,7.0,9,0,62.61,7.29,39,1,11,7,0.23,43,4,15.0,2.97,2.17,619.14,2020
4214,Player C,Team C,31,166.74,86.09,Goalkeeper,21.0,8.0,3,2,81.71,8.82,53,3,4,8,0.64,50,3,6.83,0.0,4.27,172.38,2022
4215,Player C,Team B,25,185.26,86.99,Midfielder,3.0,9.0,4,2,109.31,5.02,65,14,0,6,0.82,3,1,15.58,5.47,3.0,71.72,2019
4217,Player C,Team A,26,197.87,110.71,Defender,25.0,9.0,0,3,62.46,6.71,14,0,26,2,0.5,59,2,5.65,0.0,0.27,538.13,2021
4221,Player D,Team A,25,209.76,150.37,Defender,19.0,10.0,7,2,88.89,13.83,3,7,21,0,0.61,70,6,9.36,4.8,2.05,299.51,2020
4224,Player D,Team C,27,179.98,99.14,Forward,17.0,10.0,3,1,74.65,14.15,93,0,18,1,0.58,7,0,12.27,0.28,0.5,295.31,2019
4227,Player D,Team A,29,188.59,74.03,Midfielder,5.0,16.0,1,4,72.83,10.33,26,9,29,8,0.64,31,1,10.3,0.47,10.17,365.32,2021
4229,Player D,Team A,30,199.09,117.69,Midfielder,21.0,3.0,2,1,59.26,14.7,51,5,9,4,0.19,81,9,16.7,8.46,4.41,415.55,2021
4230,Player C,Team B,36,191.86,82.26,Goalkeeper,18.0,5.0,5,4,66.67,8.4,36,9,19,2,0.7,51,9,5.22,2.89,0.42,257.06,2022
4231,Player A,Team C,29,176.11,97.81,Goalkeeper,11.0,6.0,5,2,85.18,12.4,0,5,7,5,0.56,29,3,7.16,2.52,0.25,338.54,2022
4234,Player B,Team A,33,164.88,119.73,Goalkeeper,8.0,8.0,1,1,84.68,12.45,82,2,14,6,0.02,76,4,9.37,5.12,10.78,217.39,2020
4239,Player A,Team C,23,172.57,67.59,Midfielder,19.0,17.0,3,2,98.18,13.31,29,3,6,0,0.33,4,0,10.52,0.0,4.85,375.7,2022
4242,Player B,Team C,30,189.92,105.92,Midfielder,26.0,10.0,9,1,82.6,10.05,63,1,9,3,0.76,3,9,18.4,0.33,3.41,571.51,2019
4244,Player D,Team C,24,216.52,106.46,Midfielder,21.0,6.0,1,1,104.99,6.35,48,10,5,0,0.41,90,8,6.31,0.0,1.95,383.97,2022
4245,Player A,Team A,19,197.89,50.71,Defender,30.0,2.0,1,3,58.32,9.95,66,2,18,3,0.93,50,5,14.41,0.1,2.39,308.54,2022
4246,Player C,Team C,23,198.17,107.83,Defender,110.0,6.0,7,2,83.44,8.56,25,0,24,4,0.25,17,0,10.91,0.37,0.59,879.69,2019
4249,Player A,Team A,37,167.53,74.37,Forward,7.0,7.0,7,3,66.62,10.6,5,9,27,4,0.97,66,3,13.38,2.6,7.5,252.28,2021
4250,Player A,Team C,25,181.18,85.25,Midfielder,16.0,0.0,6,4,73.61,7.8,31,6,1,9,0.38,88,2,9.51,3.58,2.18,280.0,2019
4258,Player C,Team A,21,193.11,69.41,Goalkeeper,190.0,1.0,7,2,92.41,7.13,3,5,1,6,0.35,19,8,11.8,7.28,0.08,2648.08,2021
4259,Player C,Team A,20,166.55,116.76,Forward,10.0,18.0,1,2,52.73,10.25,77,10,6,7,0.4,66,5,16.94,0.64,15.5,113.91,2022
4261,Player D,Team C,39,170.89,85.24,Defender,15.0,8.0,5,4,73.77,7.15,70,3,13,2,0.88,66,2,18.56,0.0,0.62,250.33,2019
4264,Player A,Team A,36,178.84,119.65,Defender,4.0,4.0,8,0,93.56,8.15,38,10,17,1,0.66,35,1,7.71,0.42,4.6,119.58,2019
4265,Player C,Team B,39,163.8,51.79,Forward,280.0,8.0,2,2,113.02,9.23,90,5,5,7,0.44,69,1,9.19,3.12,0.31,1625.86,2019
4266,Player A,Team C,22,172.75,100.19,Midfielder,11.0,17.0,6,3,77.45,12.45,29,7,11,1,0.65,27,6,9.99,1.31,2.25,268.43,2021
4267,Player D,Team C,30,199.71,50.27,Forward,20.0,9.0,3,2,62.81,13.73,78,12,5,8,0.06,88,2,13.35,2.2,0.81,157.25,2019
4271,Player B,Team B,19,163.15,53.54,Defender,1.0,3.0,3,4,66.69,5.84,41,0,8,2,0.95,58,8,9.19,0.2,12.5,40.23,2022
4276,Player A,Team C,19,182.99,93.35,Defender,27.0,5.0,2,2,98.37,12.28,2,12,13,1,0.4,72,4,8.41,6.64,0.57,516.61,2021
4280,Player D,Team B,35,178.59,96.18,Defender,29.0,14.0,9,4,59.23,10.04,51,12,24,3,0.16,70,2,17.71,1.88,0.87,552.55,2022
4283,Player B,Team A,32,162.23,80.17,Defender,0.0,15.0,5,4,59.78,7.64,52,10,25,7,0.06,79,8,10.61,4.6,63.0,234.68,2021
4284,Player C,Team C,26,199.11,73.24,Forward,6.0,19.0,0,1,62.14,5.02,60,1,8,9,0.55,95,3,8.36,1.7,8.86,373.12,2021
4285,Player D,Team B,28,191.62,223.78,Midfielder,12.0,4.0,2,3,83.75,13.13,57,8,12,4,0.6,89,6,13.36,2.29,4.23,148.96,2020
4286,Player D,Team A,38,179.6,105.14,Midfielder,23.0,8.0,8,1,70.4,13.24,34,13,9,6,0.87,97,7,18.34,2.29,1.88,359.5,2021
4288,Player C,Team C,38,183.7,73.66,Goalkeeper,28.0,3.0,5,1,91.07,14.69,56,0,2,8,0.35,35,1,18.79,2.85,2.31,495.5,2021
4289,Player B,Team C,26,187.27,99.05,Goalkeeper,29.0,12.0,1,4,82.77,6.59,75,6,29,2,0.8,69,6,10.35,2.17,0.4,746.18,2021
4290,Player C,Team A,33,211.03,106.67,Forward,1.0,19.0,8,0,73.12,8.54,9,10,28,7,0.54,5,2,15.43,6.12,16.0,117.08,2022
4292,Player D,Team A,39,192.57,82.94,Midfielder,60.0,19.0,6,2,60.73,14.34,17,14,3,0,0.57,53,5,15.06,2.79,2.14,277.92,2019
4294,Player A,Team A,34,192.12,82.15,Forward,21.0,19.0,4,4,95.57,8.88,35,2,12,6,0.4,14,7,8.32,1.37,1.32,700.96,2019
4295,Player D,Team A,21,195.17,143.71,Forward,4.0,19.0,6,1,92.66,6.13,50,10,19,8,0.3,29,2,7.15,0.86,18.4,361.62,2021
4296,Player B,Team B,32,197.51,120.38,Defender,10.0,6.0,2,2,56.5,12.88,60,0,6,9,0.14,8,8,19.68,0.0,3.91,240.98,2019
4297,Player B,Team A,18,208.63,88.51,Forward,21.0,0.0,3,3,96.5,12.47,18,14,20,6,0.15,98,2,5.68,2.19,1.27,388.41,2020
4298,Player C,Team A,39,180.61,104.56,Defender,23.0,15.0,4,4,50.51,12.54,80,6,6,9,0.43,1,0,12.02,0.0,0.29,488.81,2020
4300,Player D,Team B,18,187.89,107.55,Midfielder,10.0,1.0,5,1,63.94,9.06,4,10,22,0,0.08,36,3,10.4,0.4,1.91,61.25,2022
4303,Player D,Team B,21,174.21,56.98,Goalkeeper,26.0,7.0,6,3,94.85,14.83,44,1,24,3,0.59,93,3,18.58,0.0,1.85,274.55,2022
4308,Player B,Team B,30,163.39,93.61,Goalkeeper,190.0,10.0,9,1,50.65,14.5,58,13,24,4,0.83,88,6,19.54,0.19,0.17,2304.98,2022
4310,Player A,Team C,26,187.74,80.34,Midfielder,13.0,7.0,3,2,74.88,13.5,92,8,1,4,0.28,12,2,7.15,0.06,1.36,215.65,2022
4311,Player C,Team C,33,170.03,91.64,Forward,9.0,8.0,8,3,87.63,13.15,24,14,24,9,0.94,52,7,5.35,3.91,5.7,250.55,2021
4313,Player B,Team A,28,185.15,101.55,Forward,6.0,4.0,3,4,64.16,9.03,47,5,23,5,0.88,7,3,17.61,0.99,13.57,89.11,2022
4314,Player A,Team C,29,190.49,89.92,Midfielder,10.0,18.0,3,4,85.62,7.81,18,13,13,2,0.97,17,3,16.2,2.52,41.5,150.09,2020
4315,Player C,Team A,31,222.32,84.01,Forward,16.0,18.0,1,1,91.43,9.8,1,8,23,3,0.18,98,8,9.2,2.24,4.12,373.39,2021
4317,Player B,Team A,29,178.28,98.44,Midfielder,12.0,18.0,3,1,84.78,14.06,29,8,13,9,0.04,71,4,9.74,4.75,5.31,507.24,2019
4318,Player B,Team C,35,191.78,108.36,Goalkeeper,18.0,14.0,4,3,71.86,6.84,60,12,4,9,0.41,17,6,11.76,5.45,2.11,590.32,2022
4320,Player A,Team C,34,192.34,95.63,Goalkeeper,130.0,7.0,3,1,50.33,6.08,50,3,26,9,0.58,3,2,18.7,0.0,4.57,251.87,2019
4321,Player C,Team C,20,182.79,85.85,Goalkeeper,25.0,0.0,4,0,70.72,12.39,82,12,25,2,0.94,29,1,8.51,0.82,1.0,194.18,2020
4324,Player B,Team A,21,178.94,86.26,Midfielder,13.0,6.0,6,2,64.36,5.62,7,11,15,9,0.81,54,5,14.95,0.0,0.21,289.44,2022
4326,Player A,Team A,29,165.09,107.28,Defender,13.0,14.0,9,3,87.01,6.02,22,11,7,0,0.02,50,0,18.86,0.27,0.29,520.96,2019
4330,Player C,Team C,34,164.93,107.09,Forward,40.0,13.0,9,2,51.15,6.62,15,11,13,1,0.28,85,3,10.53,3.48,1.17,457.7,2020
4334,Player D,Team B,22,166.98,126.84,Midfielder,15.0,12.0,4,3,112.14,14.49,81,3,0,6,0.38,20,2,5.67,3.37,5.06,208.36,2021
4336,Player D,Team B,32,170.17,55.98,Defender,4.0,19.0,9,2,64.73,13.04,34,1,26,4,0.6,68,8,17.14,0.66,12.2,406.04,2020
4337,Player B,Team C,29,170.36,68.33,Midfielder,20.0,3.0,0,2,52.17,6.02,81,1,26,6,0.9,21,3,12.8,4.93,2.86,222.12,2020
4338,Player B,Team B,34,179.53,58.82,Goalkeeper,29.0,4.0,9,2,89.54,5.55,93,10,27,8,0.38,21,3,5.53,0.69,2.2,444.42,2020
4339,Player C,Team C,32,186.11,65.69,Forward,22.0,17.0,4,1,112.54,12.4,42,11,11,3,0.22,1,3,9.23,3.29,0.65,672.36,2021
4344,Player C,Team B,34,209.48,112.9,Midfielder,29.0,12.0,0,2,50.66,6.24,24,1,18,9,0.59,14,2,12.07,1.32,1.37,482.86,2022
4345,Player B,Team C,37,184.61,69.18,Goalkeeper,9.0,17.0,4,0,99.23,6.67,65,6,21,8,0.35,59,0,18.73,0.0,1.4,386.5,2020
4348,Player D,Team C,18,162.96,108.02,Forward,12.0,17.0,9,4,79.77,12.32,4,3,18,4,0.83,34,9,14.92,1.85,4.08,278.27,2020
4350,Player D,Team B,31,178.75,94.98,Midfielder,0.0,6.0,1,1,74.08,10.62,48,0,16,2,0.78,49,0,10.03,0.82,91.0,59.51,2021
4351,Player C,Team C,34,175.95,112.3,Defender,3.0,14.0,3,0,52.55,12.21,25,0,22,6,0.6,6,0,10.15,0.06,10.25,339.79,2020
4354,Player C,Team C,18,177.21,223.21,Goalkeeper,27.0,5.0,6,4,77.26,10.7,97,3,2,1,0.54,97,5,15.65,0.0,2.96,517.72,2020
4356,Player D,Team B,31,184.98,75.57,Midfielder,240.0,19.0,1,2,55.0,7.95,13,5,26,2,0.22,51,5,11.61,0.0,0.12,708.83,2021
4358,Player A,Team C,23,193.26,97.43,Forward,26.0,16.0,3,0,71.75,13.73,56,4,0,5,0.57,13,3,10.48,0.99,3.19,727.24,2019
4359,Player C,Team C,18,187.96,116.35,Defender,29.0,10.0,0,0,99.9,5.75,80,8,21,0,0.18,43,4,9.25,0.44,0.33,261.28,2021
4361,Player C,Team A,20,175.57,115.91,Defender,23.0,8.0,9,2,97.48,9.11,69,13,24,7,0.6,71,2,9.02,0.0,2.38,367.62,2020
4362,Player C,Team B,27,180.48,116.77,Goalkeeper,19.0,18.0,9,4,63.97,8.61,4,11,24,9,0.76,3,2,9.82,0.68,2.55,546.82,2022
4367,Player A,Team C,37,187.96,104.31,Forward,22.0,1.0,0,3,87.22,11.83,83,2,16,1,0.44,45,4,17.41,0.9,0.74,231.64,2022
4368,Player B,Team B,36,182.62,94.11,Midfielder,90.0,9.0,8,1,70.1,11.32,10,3,29,4,0.16,78,3,19.77,3.59,3.3,344.86,2020
4370,Player B,Team C,19,165.86,98.0,Midfielder,29.0,16.0,9,4,51.32,8.94,98,10,12,3,0.2,56,1,14.25,1.5,1.17,644.86,2020
4377,Player D,Team A,37,162.89,61.24,Midfielder,8.0,0.0,3,3,69.29,8.88,36,0,5,5,0.84,45,3,11.66,1.2,4.56,126.17,2021
4381,Player C,Team B,37,172.39,69.23,Forward,0.0,2.0,8,1,60.63,6.89,95,10,28,3,0.07,81,9,18.15,6.04,6.0,31.88,2020
4382,Player A,Team A,27,171.88,86.95,Defender,1.0,12.0,6,0,93.33,13.46,58,7,22,7,0.57,61,8,17.61,0.74,42.5,165.37,2020
4387,Player C,Team B,34,173.83,66.49,Defender,150.0,0.0,4,4,65.99,14.22,45,0,10,4,0.05,46,3,18.32,3.2,6.0,132.68,2019
4390,Player D,Team C,29,178.03,80.62,Goalkeeper,3.0,9.0,3,3,85.54,10.55,64,11,26,2,0.19,49,7,16.24,1.01,9.0,166.05,2022
4393,Player B,Team A,25,210.22,98.93,Forward,11.0,14.0,7,4,58.01,10.31,75,9,9,7,0.05,96,0,15.18,2.58,1.5,174.55,2019
4394,Player D,Team C,38,195.29,112.61,Goalkeeper,19.0,2.0,3,4,89.86,6.14,34,11,16,3,0.95,23,3,13.23,5.44,2.9,250.22,2020
4397,Player B,Team C,19,180.64,57.35,Midfielder,29.0,18.0,7,1,60.63,11.13,96,12,19,4,0.08,44,6,8.06,0.43,2.57,274.7,2020
4398,Player C,Team C,33,173.84,119.35,Goalkeeper,3.0,3.0,6,4,83.92,8.9,77,4,4,7,0.17,41,0,15.41,2.16,12.25,76.63,2022
4404,Player D,Team B,21,175.57,73.25,Midfielder,11.0,14.0,1,1,91.77,9.08,11,11,18,0,0.99,52,5,14.68,7.06,7.0,193.75,2022
4409,Player B,Team C,28,168.19,115.83,Forward,190.0,3.0,8,0,50.63,8.77,5,7,6,6,0.55,23,6,10.88,0.95,3.25,376.98,2019
4411,Player B,Team B,39,190.58,71.43,Midfielder,20.0,1.0,3,4,58.47,6.52,20,13,14,2,0.0,83,8,10.39,4.92,3.9,291.86,2020
4412,Player C,Team C,31,193.59,164.87,Goalkeeper,26.0,13.0,8,1,77.81,11.75,20,3,11,6,0.67,95,6,17.73,0.53,0.81,522.25,2021
4414,Player D,Team B,32,197.24,87.95,Defender,4.0,7.0,6,2,89.66,7.47,69,11,12,1,0.41,52,5,11.92,0.0,5.6,154.51,2021
4416,Player C,Team A,38,187.86,96.71,Goalkeeper,28.0,0.0,8,2,85.73,9.06,58,14,1,2,0.42,28,7,9.11,1.54,0.59,166.08,2019
4417,Player B,Team B,35,183.87,190.31,Forward,7.0,15.0,6,4,109.5,9.83,29,7,23,8,0.02,67,0,5.93,0.74,6.62,190.45,2020
4418,Player C,Team C,23,164.91,90.76,Defender,21.0,6.0,8,0,51.39,12.19,9,3,29,6,0.34,78,9,14.21,0.94,2.41,341.22,2020
4419,Player C,Team C,31,198.52,57.96,Forward,17.0,5.0,2,0,98.48,6.37,74,10,14,0,0.18,18,1,11.72,0.0,1.44,374.44,2021
4420,Player B,Team B,20,249.14,82.71,Forward,3.0,18.0,8,1,71.35,8.02,0,9,21,0,0.1,27,2,14.09,2.65,16.25,267.77,2022
4421,Player C,Team B,24,170.2,84.99,Goalkeeper,3.0,9.0,0,0,69.75,10.39,9,12,7,5,0.96,51,2,13.2,0.37,5.75,187.56,2022
4422,Player A,Team B,32,192.55,84.37,Forward,4.0,5.0,4,4,51.75,10.9,24,5,5,3,0.6,60,6,16.98,1.21,4.4,179.35,2021
4424,Player D,Team C,33,211.03,106.67,Midfielder,5.0,18.0,0,4,97.02,9.35,82,12,7,8,0.32,49,8,16.57,0.33,4.33,216.49,2021
4425,Player A,Team A,33,180.63,136.23,Goalkeeper,26.0,2.0,2,3,84.74,12.11,73,1,19,1,0.39,15,6,12.49,3.35,0.15,211.07,2022
4426,Player C,Team A,25,189.4,80.72,Goalkeeper,20.0,19.0,6,0,70.46,7.04,13,11,21,0,0.24,83,7,10.31,0.0,4.19,771.67,2021
4427,Player B,Team A,24,196.87,91.87,Goalkeeper,15.0,2.0,2,0,95.22,7.83,2,4,4,2,0.1,73,5,19.0,1.09,0.5,334.84,2019
4429,Player A,Team A,19,194.25,85.94,Forward,13.0,5.0,9,1,87.32,11.96,39,13,22,0,0.8,15,0,7.29,1.95,1.14,304.81,2019
4438,Player B,Team A,28,209.18,106.91,Forward,18.0,16.0,6,0,95.89,11.51,25,13,25,8,0.99,12,8,7.43,0.68,0.42,265.58,2022
4439,Player D,Team C,39,197.01,84.65,Midfielder,26.0,7.0,2,3,73.58,6.77,90,9,3,1,0.24,48,7,6.63,2.91,3.3,593.47,2022
4442,Player A,Team A,19,161.91,54.76,Midfielder,27.0,5.0,0,0,118.54,12.75,42,1,24,1,0.22,7,7,13.82,0.09,0.93,320.86,2022
4443,Player D,Team B,33,169.86,97.78,Goalkeeper,4.0,10.0,1,4,56.53,13.99,93,6,15,6,0.4,92,6,12.2,0.44,18.4,110.94,2020
4445,Player A,Team C,32,182.32,67.54,Goalkeeper,24.0,13.0,3,2,79.47,7.61,83,1,10,7,0.98,63,7,13.39,1.16,2.92,696.02,2022
4446,Player B,Team C,18,167.4,74.76,Defender,2.0,9.0,0,3,68.12,12.22,70,12,21,9,0.18,6,5,9.61,5.23,17.67,214.89,2020
4449,Player A,Team B,30,176.59,52.01,Goalkeeper,23.0,7.0,0,1,58.79,6.83,89,1,24,0,0.73,71,8,14.0,3.53,2.54,302.42,2019
4450,Player D,Team C,35,183.66,93.18,Forward,29.0,4.0,7,1,61.05,12.4,90,8,11,1,0.42,43,2,15.47,2.09,0.63,645.25,2022
4452,Player A,Team A,18,195.77,114.53,Goalkeeper,12.0,9.0,1,2,72.61,8.94,8,6,23,6,0.83,91,1,16.35,0.93,0.23,293.08,2019
4458,Player C,Team B,22,190.54,113.29,Forward,9.0,14.0,4,3,73.84,11.58,82,8,25,3,0.42,53,5,6.32,2.55,8.4,156.5,2021
4459,Player B,Team A,36,177.17,52.37,Goalkeeper,8.0,3.0,6,2,51.56,14.46,51,4,22,9,0.55,26,1,15.81,4.08,1.22,61.51,2022
4461,Player A,Team C,35,181.14,97.54,Defender,23.0,9.0,9,0,112.68,14.84,48,5,17,2,0.52,40,0,15.5,3.05,0.83,578.0,2019
4466,Player D,Team A,32,173.59,118.98,Midfielder,26.0,9.0,2,4,75.57,8.74,20,13,24,1,0.13,43,6,19.69,1.74,0.74,678.45,2021
4469,Player A,Team C,39,181.3,90.67,Goalkeeper,18.0,12.0,6,3,62.54,11.47,53,0,15,5,0.88,31,3,7.23,0.0,2.47,256.81,2022
4470,Player B,Team B,21,195.95,85.04,Midfielder,24.0,17.0,9,4,63.16,5.17,13,0,22,6,0.91,27,6,16.46,1.96,3.56,556.38,2019
4473,Player D,Team C,20,198.83,92.49,Goalkeeper,21.0,15.0,7,1,87.12,14.41,61,3,28,5,0.36,57,3,5.43,0.7,4.0,615.96,2022
